date,os_version,current_device_installs,daily_device_installs,daily_device_uninstalls,daily_device_upgrades,current_user_installs,total_user_installs,daily_user_installs,daily_user_uninstalls
2014-12-19,0,23,0,0,0,19,213486,0,3
2014-12-18,Android 2.3,133,0,0,1,93,460,0,1
2014-12-18,Android 2.2,8865,6,11,3,6915,27818,4,13
2014-12-18,Android 2.1,927,2,1,1,771,6001,2,1
2014-12-18,Android 2.0.1,0,0,0,0,0,1,0,0
2014-12-18,Android 2.0,0,0,0,0,0,1,0,0
2014-12-18,Android 1.6,52,0,0,0,45,468,0,0
2014-12-18,Android 1.5,12,0,0,0,10,554,0,0
2014-12-18,22,41,0,1,0,32,41,0,0
2014-12-18,Android 5.0,30400,100,76,28,27198,39002,69,68
2014-12-18,Android 4.4W,30,0,0,0,19,188,0,0
2014-12-18,Android 1.1,0,0,0,0,0,2,0,0
2014-12-18,Android 4.4,201597,1061,587,189,180228,296781,750,529
2014-12-18,Android 4.3,42197,121,95,51,36519,79088,105,84
2014-12-18,Android 4.2,55487,195,185,71,47738,101418,169,172
2014-12-18,Android 4.1,86473,198,221,99,73809,196471,188,205
2014-12-18,Android 4.0.3 - 4.0.4,47414,55,93,25,38713,119522,48,80
2014-12-18,Android 4.0 - 4.0.2,14,0,0,0,10,66,0,0
2014-12-18,Android 3.2,1792,3,2,2,1518,4416,3,6
2014-12-18,Android 3.1,541,0,1,1,454,1027,0,1
2014-12-18,Android 3.0,26,0,0,0,21,60,0,0
2014-12-18,Android 2.3.3 - 2.3.7,49821,63,102,21,40002,155138,58,94
2014-12-18,Android 1.0,0,0,0,0,0,1,0,0
2014-12-18,0,23,0,0,0,19,213269,0,1
2014-12-17,Android 2.3,132,0,0,0,92,459,0,1
2014-12-17,Android 2.2,8863,7,10,0,6922,27817,7,7
2014-12-17,Android 2.1,926,1,1,1,769,5999,2,1
2014-12-17,Android 2.0.1,0,0,0,0,0,1,0,0
2014-12-17,Android 2.0,0,0,0,0,0,1,0,0
2014-12-17,Android 1.6,52,0,0,0,45,470,0,0
2014-12-17,Android 1.5,12,0,0,0,10,552,0,0
2014-12-17,22,41,0,0,0,32,40,0,0
2014-12-17,Android 5.0,30257,113,85,37,27097,38909,74,77
2014-12-17,Android 4.4W,30,0,0,0,19,188,0,0
2014-12-17,Android 1.1,0,0,0,0,0,2,0,0
2014-12-17,Android 4.4,200846,1170,593,219,179638,295904,886,537
2014-12-17,Android 4.3,42084,95,99,38,36431,78987,90,92
2014-12-17,Android 4.2,55396,214,198,80,47685,101238,180,188
2014-12-17,Android 4.1,86374,250,260,99,73768,196330,229,244
2014-12-17,Android 4.0.3 - 4.0.4,47417,66,83,48,38736,119496,58,72
2014-12-17,Android 4.0 - 4.0.2,14,0,0,0,10,66,0,0
2014-12-17,Android 3.2,1789,1,2,1,1516,4412,3,4
2014-12-17,Android 3.1,542,0,0,1,455,1027,0,0
2014-12-17,Android 3.0,26,0,0,0,21,60,0,0
2014-12-17,Android 2.3.3 - 2.3.7,49810,57,117,27,40016,155097,57,105
2014-12-17,Android 1.0,0,0,0,0,0,1,0,0
2014-12-17,0,23,0,0,0,19,213341,2,3
2014-12-16,Android 2.3,133,0,2,0,92,460,0,2
2014-12-16,Android 2.2,8872,8,14,2,6925,27843,7,13
2014-12-16,Android 2.1,925,0,1,1,770,5998,0,0
2014-12-16,Android 2.0.1,0,0,0,0,0,1,0,0
2014-12-16,Android 2.0,0,0,0,0,0,1,0,0
2014-12-16,Android 1.6,52,0,0,0,45,468,0,0
2014-12-16,Android 1.5,12,0,0,0,10,552,0,0
2014-12-16,22,42,0,0,0,33,40,0,0
2014-12-16,Android 5.0,30147,122,79,16,26987,38650,86,68
2014-12-16,Android 4.4W,30,0,0,1,20,189,0,0
2014-12-16,Android 1.1,0,0,0,0,0,2,0,0
2014-12-16,Android 4.4,200506,1221,610,196,179269,294823,937,559
2014-12-16,Android 4.3,42223,103,111,48,36558,79074,95,96
2014-12-16,Android 4.2,55487,230,180,82,47768,101212,201,173
2014-12-16,Android 4.1,86521,219,238,102,73889,196331,208,230
2014-12-16,Android 4.0.3 - 4.0.4,47476,88,105,57,38791,119586,86,89
2014-12-16,Android 4.0 - 4.0.2,14,0,0,0,10,66,0,0
2014-12-16,Android 3.2,1792,2,1,2,1519,4414,4,2
2014-12-16,Android 3.1,541,0,0,0,453,1027,0,0
2014-12-16,Android 3.0,26,0,0,0,21,60,0,0
2014-12-16,Android 2.3.3 - 2.3.7,49889,65,121,36,40084,155211,62,109
2014-12-16,Android 1.0,0,0,0,0,0,1,0,0
2014-12-16,0,23,0,0,0,19,212800,0,4
2014-12-15,Android 2.3,134,0,0,0,92,459,0,1
2014-12-15,Android 2.2,8887,6,10,3,6935,27861,5,8
2014-12-15,Android 2.1,925,3,0,0,767,5991,3,0
2014-12-15,Android 2.0.1,0,0,0,0,0,1,0,0
2014-12-15,Android 2.0,0,0,0,0,0,1,0,0
2014-12-15,Android 1.6,52,0,0,0,45,469,0,0
2014-12-15,Android 1.5,12,0,0,0,10,551,0,0
2014-12-15,22,39,1,0,0,30,38,0,0
2014-12-15,Android 5.0,30022,104,64,25,26884,38428,79,60
2014-12-15,Android 4.4W,30,0,0,0,20,189,0,0
2014-12-15,Android 1.1,0,0,0,0,0,2,0,0
2014-12-15,Android 4.4,199960,1247,551,183,178783,293765,992,500
2014-12-15,Android 4.3,42276,141,92,38,36618,79105,128,84
2014-12-15,Android 4.2,55464,199,183,81,47732,101059,175,166
2014-12-15,Android 4.1,86533,245,258,101,73907,196260,220,241
2014-12-15,Android 4.0.3 - 4.0.4,47486,87,120,44,38807,119577,80,102
2014-12-15,Android 4.0 - 4.0.2,14,0,0,0,10,66,0,0
2014-12-15,Android 3.2,1791,1,1,5,1519,4414,1,4
2014-12-15,Android 3.1,540,0,1,0,452,1028,0,0
2014-12-15,Android 3.0,26,0,0,0,21,60,0,0
2014-12-15,Android 2.3.3 - 2.3.7,49917,72,106,45,40109,155237,70,96
2014-12-15,Android 1.0,0,0,0,0,0,1,0,0
2014-12-15,0,22,0,1,0,17,212561,0,4
2014-12-14,Android 2.3,134,0,1,0,92,460,0,0
2014-12-14,Android 2.2,8884,7,14,6,6928,27860,8,11
2014-12-14,Android 2.1,922,2,0,0,764,5987,2,0
2014-12-14,Android 2.0.1,0,0,0,0,0,1,0,0
2014-12-14,Android 2.0,0,0,0,0,0,1,0,0
2014-12-14,Android 1.6,52,0,0,0,45,469,0,0
2014-12-14,Android 1.5,12,0,0,0,10,552,0,0
2014-12-14,22,42,0,0,0,32,38,0,0
2014-12-14,Android 5.0,29817,114,61,33,26689,38139,87,50
2014-12-14,Android 4.4W,30,0,0,0,20,189,0,0
2014-12-14,Android 1.1,0,0,0,0,0,2,0,0
2014-12-14,Android 4.4,199320,1179,619,209,178217,292713,911,568
2014-12-14,Android 4.3,42269,148,127,54,36618,79095,144,121
2014-12-14,Android 4.2,55513,255,169,92,47801,101026,224,157
2014-12-14,Android 4.1,86552,222,255,130,73944,196158,205,240
2014-12-14,Android 4.0.3 - 4.0.4,47518,79,119,55,38819,119558,71,112
2014-12-14,Android 4.0 - 4.0.2,14,0,0,0,10,66,0,0
2014-12-14,Android 3.2,1792,2,2,1,1518,4412,5,1
2014-12-14,Android 3.1,541,0,0,1,452,1028,0,0
2014-12-14,Android 3.0,26,0,0,0,21,60,0,0
2014-12-14,Android 2.3.3 - 2.3.7,49931,57,104,41,40118,155269,53,85
2014-12-14,Android 1.0,0,0,0,0,0,1,0,0
2014-12-14,0,23,0,0,0,18,212286,2,6
2014-12-13,Android 2.3,136,1,1,0,94,463,0,1
2014-12-13,Android 2.2,8896,9,12,7,6936,27868,7,11
2014-12-13,Android 2.1,919,3,1,0,762,5985,3,1
2014-12-13,Android 2.0.1,0,0,0,0,0,1,0,0
2014-12-13,Android 2.0,0,0,0,0,0,1,0,0
2014-12-13,Android 1.6,52,0,0,0,45,471,0,0
2014-12-13,Android 1.5,12,0,0,0,10,551,0,0
2014-12-13,22,40,0,0,0,31,38,0,0
2014-12-13,Android 5.0,29732,95,73,18,26625,38010,67,68
2014-12-13,Android 4.4W,30,0,0,0,20,189,0,0
2014-12-13,Android 1.1,0,0,0,0,0,2,0,0
2014-12-13,Android 4.4,198711,988,599,224,177657,291549,729,541
2014-12-13,Android 4.3,42298,100,107,48,36643,79064,86,101
2014-12-13,Android 4.2,55442,194,172,81,47729,100888,182,154
2014-12-13,Android 4.1,86581,193,255,106,73982,196107,183,234
2014-12-13,Android 4.0.3 - 4.0.4,47578,70,88,52,38878,119570,65,71
2014-12-13,Android 4.0 - 4.0.2,14,0,0,0,10,66,0,0
2014-12-13,Android 3.2,1791,2,3,2,1515,4407,1,5
2014-12-13,Android 3.1,541,0,0,0,451,1029,0,0
2014-12-13,Android 3.0,26,0,0,0,21,60,0,0
2014-12-13,Android 2.3.3 - 2.3.7,49970,63,101,46,40156,155382,57,86
2014-12-13,Android 1.0,0,0,0,0,0,1,0,0
2014-12-13,0,24,0,0,0,20,211956,0,3
2014-12-12,Android 2.3,134,1,0,0,92,462,1,1
2014-12-12,Android 2.2,8896,9,13,2,6936,27869,8,10
2014-12-12,Android 2.1,917,4,2,1,760,5983,4,2
2014-12-12,Android 2.0.1,0,0,0,0,0,1,0,0
2014-12-12,Android 2.0,0,0,0,0,0,1,0,0
2014-12-12,Android 1.6,52,0,0,0,45,467,0,0
2014-12-12,Android 1.5,12,0,0,0,10,551,0,0
2014-12-12,22,42,0,0,0,33,40,0,0
2014-12-12,Android 5.0,29679,96,80,27,26595,37891,62,68
2014-12-12,Android 4.4W,30,0,0,0,20,189,0,0
2014-12-12,Android 1.1,0,0,0,0,0,2,0,0
2014-12-12,Android 4.4,198267,1018,536,208,177278,290636,741,502
2014-12-12,Android 4.3,42323,115,96,47,36674,79045,104,92
2014-12-12,Android 4.2,55482,197,152,77,47761,100823,177,148
2014-12-12,Android 4.1,86641,198,294,114,74046,196039,188,268
2014-12-12,Android 4.0.3 - 4.0.4,47605,81,96,52,38910,119576,75,81
2014-12-12,Android 4.0 - 4.0.2,14,0,0,0,10,66,0,0
2014-12-12,Android 3.2,1793,1,1,0,1516,4407,1,2
2014-12-12,Android 3.1,541,1,0,0,450,1028,1,0
2014-12-12,Android 3.0,26,0,1,0,21,60,0,1
2014-12-12,Android 2.3.3 - 2.3.7,49993,66,113,34,40179,155425,62,103
2014-12-12,Android 1.0,0,0,0,0,0,1,0,0
2014-12-12,0,24,0,0,0,20,211716,0,3
